ID,Document_ID,Sentence
AR-130-188826-2,AR-130-188826,مواقع التواصل الاجتماعي لها العديد من السلبيات مثل انتهاك خصوصية الغير وهو التهديد في معلومات المستخدم الشخصية وفقدان التعامل مع الناس - فقط خلف الشاشة - وكذلك التشتت الذهني قد يؤثر على الفرد في قيادة السيارة وهذا الأمر قد يسبب الحوادث، وغيرها العديد من المشاكل.
AR-130-188826-3,AR-130-188826,وكذلك لها العديد من المميزات مثل زيادة التعارف، إنشاء حسابات لترويج المنتجات والسلع التي يتم تداولها بشكل من مشاهير التواصل الاجتماعي عبر السنابتشات والإنستجرام، ويمكنك إنشاء قناتك الخاصة في اليوتيوب لنشر الوعي والثقافة الفكرية التي قد تساهم بدور فعال لتنمية مجتمع له فكر واسع لخلق العديد من الإنجازات المستحيلة ولتطوير الدول بشكل مستمر، وكل هذا بواسطة مقطع فيديو يتداول عبر مواقع التواصل الاجتماعي للاستفادة والنشر للغير.
AR-130-188847-1,AR-130-188847,في وقتنا الحالي انتشرت بشكل سريع وسائل التواصل الاجتماعي وأصبح أفراد المجتمع مدمنين عليها بشكل لا يوصف فساهمت في التشتت الأسري بشكل ملحوظ وأثرت على المجتمع وتفككه أيضا، فأصبح الصغير والكبير لا يستطيعون ترك وسائل التواصل الاجتماعي رغم درايتهم بكثرة مشاكلها إلا إنهم منغمسون فيها، ومن أضرار التواصل الاجتماعي كثرة الانتحار وتشتت الأسر ومحاولة تقليد الآخرين في كل شيء سيئ ومقارنة الأشخاص لحياتهم بحياة الغير حتى انتشر الحسد والبغض بينهم.
AR-130-188945-1,AR-130-188945,لقد سببت الكثير من الخلافات والفتن في مجتمعنا مؤخرا، فتوصل الخلافات للمحاكم وهذا يضر المجتمع والصغار في سن حيث يصدقون كل ما يرونه في وسائل التواصل الاجتماعي.
AR-130-188945-2,AR-130-188945,بعض الأفراد أثرت عليهم حتى الانتحار وهذا ما يقلق الأهالي على أولادهم من التواصل الاجتماعي.
AR-130-188945-3,AR-130-188945,والتواصل الاجتماعي فرق الكثير من العائلات لأنهم لا يجلسون مع بعضهم البعض.
AR-130-188945-4,AR-130-188945,وسائل التواصل أثرت على أغلبية الشعب والفتن بين الشعوب وتعليم الأطفال العادات السيئة مثل لعبة البابجي التي أثرت على بنات وانتحروا بسبب خسارتهم اللعبة فهذا يؤثر كثيرا على الأطفال مؤخرا.
AR-130-188945-5,AR-130-188945,من رأيي يجب حظر هذه الألعاب و [INCOMPLETE]
AR-130-189349-1,AR-130-189349,وسائل التواصل الاجتماعي تؤثر كثيرا على الفرد والمجتمع تأثيرات سلبية، منها قد تلهي الفرد عن أشغاله.
AR-130-189349-2,AR-130-189349,والمراهقون قد تلهيهم عن دراستهم وعدم قدرتهم على النوم بشكل كاف، وعدم القدرة على التركيز في الدراسة وأيضا البالغون لا يمكنهم أن يكملوا يومهم بسبب الإجهاد والسهر على مواقع التواصل الاجتماعي.
AR-130-189349-3,AR-130-189349,ولذلك على الإنترنت في كل عام ينزلون تطبيقا جديدا للتواصل الاجتماعي بين الأفراد ويستخدمونه بلا شك وذلك أيضا يؤثر على حياتهم العائلية أيضا، فقد لا يجدون وقتا كافيا للجلوس مع عائلتهم وأصدقائهم، وأيضا صحتهم قد تتدهور بسبب انشغالهم طيلة ساعات طويلة في قضاء وقتهم.
AR-130-189349-4,AR-130-189349,وأيضا من أشهر الأمراض التي قد يصاب بها الفرد إذا قضى أكثر من أربع ساعات في استخدام مواقع التواصل آلام الرقبة والظهر والأرق وعدم القدرة على الاتزان في حياته بسبب شاشات الإلكترونيات والجلوس مدة طويلة في نفس الوضعية دون حركة.
AR-130-189349-5,AR-130-189349,وقد تسبب وسائل التواصل الاجتماعي الانعزال الشعوري عن المجتمع.
AR-130-189349-6,AR-130-189349,وأيضا هناك فوائد لاستخدام مواقع التواصل الاجتماعي هي تبادل الخبرات الحياتية واكتساب معلومات هامة وجديدة واكتساب مهارات جديدة للإبداع.
AR-130-189349-7,AR-130-189349,وفي الختام وسائل التواصل الاجتماعي هي منجزات عظيمة، والإنسان هو الذي يملك القدرة على الاستفادة منها أو سبل توقي من خطرها عليه.
AR-130-189349-8,AR-130-189349,وهنا علينا تقديم النصح والتوعية للمراهقين والأطفال كي لا يقعوا في فخ مواقع التواصل الاجتماعي.
AR-130-189525-1,AR-130-189525,هناك العديد من الإيجابيات والسلبيات التي تسببها وسائل التواصل الاجتماعي.
AR-130-189525-2,AR-130-189525,كثير من الناس يستفيدون من التواصل الاجتماعي بشكل كبير بالبحث والعلم وأيضا التجارة.
AR-130-189525-3,AR-130-189525,وهناك آخرون يتحدثون عن السياسة وأحاديث لا تخصهم، فقط يبحثون عن الجدال والشهرة، وهذا أمر محزن في زمننا هذا.
AR-130-189525-4,AR-130-189525,إن وسائل التواصل الاجتماعي سلاح ذو حدين إما أن تستفيد منه وإما أن تشوه سمعتك وأخلاقك.
AR-130-189525-5,AR-130-189525,بعض من الناس يعتقد بأن وسائل التواصل الاجتماعي فقط لها سلبيات بسبب أخلاق بعض من الناس أو أفعالهم المؤذية، ولكن التواصل مع الآخرين أمر مهم لتكوين علاقات تدوم.
AR-130-189611-1,AR-130-189611,السلام عليكم.
AR-130-189611-2,AR-130-189611,هناك موضوع مهم يدور في بالي وأحب أن أطرحه عليكم وأناقشه وهو عن وسائل التواصل الاجتماعي وتأثيرها على الفرد.
AR-130-189611-3,AR-130-189611,توجد إيجابيات وسلبيات للموضوع، فالكثير في وقتنا الحالي يستخدم وسائل التواصل الاجتماعي بكثرة وهذا بسبب مواكبة العصر، وهي وسيلة تمكننا من التواصل مع من يعز علينا لنطمئن عليه.
AR-130-189611-4,AR-130-189611,فمن الإيجابيات الأخرى هي وسيلة لاستخراج أي معلومة أو بحث نريد أن نبحث عنه من خلال الشبكة الإلكترونية، وهي وسيلة للاستمتاع بالوقت والتسلية من خلالها، لكن يجب أن يكون هناك حدود ولا نتخطاها.
AR-130-189611-5,AR-130-189611,أما الآن سأتطرق إلى الجانب الآخر وهو سلبيات التواصل الاجتماعي، هناك عدة سلبيات، ومن أبرزها الشائعات التي تحصل فيها، والانشغال من خلالها وهمل الصلاة وأداؤها في وقت متأخر، وآخر نقطة وهي تسبب مشكلة صحية وهي ضعف النظر.
AR-130-189611-6,AR-130-189611,أخيرا يجب على جميع الناس أن يستخدموا وسائل التواصل الاجتماعي بشكل صحيح لأنه مهم جدا استعمالها بأشياء تفيد الشخص ولا تضره، فالضرر وارد ولكن يجب أن تتحكم بشكل صحيح ولا يجعلك عرضة للخطر أو ما شابه.
AR-130-189611-7,AR-130-189611,فالتواصل الاجتماعي بحر عميق فلا يجب أن تغرق به يجب أن تكون في أمان.
AR-130-189750-1,AR-130-189750,في العشرة أعوام السابقة أصبح تركيز العالم الكلي على أحدث الأجهزة والإلكترونيات ومواقع التواصل الاجتماعي وكيف يستطيع الإنسان أن يصبح مؤثرا في مواقع التواصل.
AR-130-189750-2,AR-130-189750,لقد أثرت مواقع التواصل الاجتماعي على العديد من الأشخاص، فقد كان لها تأثير سلبي وإيجابي.
AR-130-189750-3,AR-130-189750,فالبعض كان يشغل حياته بلا فائدة بها، فمثلا يقوم بمتابعة حسابات المشاهير والنظر إلى طريقة حياتهم وما يعرضونه من سلع بهدف جني المال للاستفادة بالمدخول الشخصي الذي يغني عن وظيفة والحصول على حياة رفاهية بين سفر وتنقل من دولة إلى دولة.
